zebra248

94.6,141.6,101,135.8,80.9,324.6,79.2,40.3,85.1,109,154.8,-3.4,96.1,89.8,71.3
93.3,140.8,78.8,104.6,78.9,157.5,70.2,60,87,184.3,146.4,-2.8,78,117.4,71.4
69.4,210.8,79.5,42.8,71.3,152.8,70.9,66.8,78.6,161.1,118.5,52.8,79.1,181.5,102.8
109.1,142.5,94.8,134.6,78.9,156.6,70.9,52.4,71.2,121.8,169.1,-3.2,79.4,127.7,79
102.4,151.4,78.8,383.2,70.9,183.8,62.7,49.2,63.6,106.2,118.8,37.2,78.8,316.4,94.7
102.8,102.8,87,126,63.7,162.6,69.9,26.7,103.1,111.5,104,72.3,78.9,203.4,78.9
95.4,125.3,87.3,139.5,95.9,176.4,63.7,78.5,79,697.5,117.8,-22.1,93.8,86,78.7
86.2,108.2,70,84.9,70,179.2,54.8,46.3,78.4,133.9,145.4,-3.9,88.3,127.1,78.5
84.2,110.8,70.9,146.9,70.4,221.6,79.4,36.6,78.8,137.8,150,-20.4,109.3,149.9,70.5
118.1,109.9,102.8,97.7,77,168.9,70.9,25.3,87.1,189.9,46.7,412.7,88.2,56.1,110.9
