zebra248

136.3,119.6,119.9,168.3,103.8,256.3,102.9,24.8,128.4,718.9,160.3,-31.7,152.1,63.5,120.6
143.8,192.3,111.7,232.1,96.5,255.7,104,23.8,128.2,454.9,169,-71.7,167.4,64.8,111.5
124.3,411.3,104.6,632,100.3,142.6,101.3,23.6,124.3,336.2,159.4,-32.1,144.3,128.1,115.8
135.7,175.9,104,200.4,95.9,191.8,96,8,104,336.2,191.1,-23.3,136.1,32,104
104.3,88.2,102.8,337,96.3,167.1,96.2,16,111.7,328.6,120.3,376.2,111.7,16,112
111.7,184,87.8,248.2,104.4,223.7,96,8,104.1,311.9,128,304,112.1,16.1,120
119.6,392.1,103.8,184.5,103.7,304,96.2,16.1,95.3,360.4,176.3,15.8,159.9,63.9,104.4
103.8,152,111.7,112.5,96,223.8,96.1,24.1,103.9,376.2,111.8,120.1,112.1,136.1,103.7
104.5,215.5,79.9,168,96,216.2,96,15.4,104.5,544.4,103.7,847.7,96.5,40,111.6
119.5,160.2,104.5,55.9,104,211.6,100,56.2,112,479.9,183.8,-63.9,160.8,0.2,119.2
